Location,Dealer?,Latitude,Longitude
12330,1,28.43,170.29
12331,1,28.66,169.58
12332,1,31.46,168.36
12333,1,30.81,168.09
12334,1,31.35,167.76
12335,1,30.8,166.91
12336,1,29.39,173.47
12337,1,19.43,161
12338,1,29.59,171.71
12339,1,32.17,174.9
12340,1,30.1,175.62
12341,1,29.78,173.35
12342,1,28.48,172.16
12343,1,31.42,169.9
12344,1,27.22,167.73
12345,1,28.41,172.86
12346,1,32.49,170.91
12347,1,28.92,171.11
12348,1,32.2,173.7
12349,1,30.2,175.05
12350,1,28.29,171.82
12351,1,31.28,174.77
12352,1,29.29,172.28
12353,1,32.55,172.41
12354,1,30.48,170.88
12355,1,29.26,174.57
12356,1,32.6,171.54
12357,1,30.61,171.69
12358,1,29.45,171.05
12359,1,30.94,170.53
12360,1,29.21,173.81
12361,1,30.01,172.37
12362,1,26.3,164.41
12363,1,31.56,175.46
12364,1,25.9,165.39
12365,1,25.45,165.12
12366,1,26.71,166.3
12367,1,26.35,166.12
12368,1,26.02,164.11
12369,1,25.49,164.55
12370,1,25.47,165.41
12371,1,25.44,162.98
12372,1,24.96,164.13
12373,1,26.26,162.8
12374,1,25.67,165.64
12375,1,25.85,163.15
12376,1,26.69,165.97
12377,1,25.28,166.34
12378,1,25.86,162.52
12379,1,26.3,164.93
12380,1,25.49,164.26
12381,1,24.7,163.44
12382,1,26.07,166.09
12383,1,30.58,166.09
12384,1,25.98,164.69
12385,1,25.76,163.9
12386,1,25.47,163.53
12387,1,25.63,165.94
12388,1,27.06,172.26
12389,1,25.54,167.86
12390,1,26.67,172.91
12391,1,27.49,172.42
12392,1,26,168.42
12393,1,26.65,170.02
12394,1,26.66,170.04
12395,1,27.8,174.17
12396,1,25.8,167.98
12397,1,27.53,175.5
12398,1,25.64,168.24
12399,1,25.22,168.24
12400,1,26.63,169.63
12401,1,28.61,175.06
12402,1,26.11,168.91
12403,1,26.89,172.31
12404,1,27.58,171.56
12405,1,27.14,174.58
12406,1,28.37,166.79
12407,1,27.64,167.97
12408,1,26.6,168.08
12409,1,28.53,167.02
12410,1,26.62,165.17
12411,1,29.49,165.68
12412,1,27.35,165.06
12413,1,27.65,164.06
12414,1,26.58,166.54
12415,1,27.14,167.57
12416,1,27.82,167.36
12417,1,26.77,167.85
12418,1,27.03,166.1
12419,1,26.2,166.89
12420,1,28.76,164.95
12421,1,27.65,166.84
12422,1,28.21,165.97
12423,1,29.78,165.84
12424,1,26.69,167.01
12425,1,27.09,167.34
12426,1,29.51,166.63
12427,1,27.74,165.53
12428,1,26.24,166.41
12429,1,27.73,168.56
12430,1,27.9,168.81
12431,1,27.92,164.24
12432,1,26.92,163.18
12433,1,26.86,166.43
12434,1,35.32,163.85
12435,1,35.32,163.85
12436,1,37.18,164.92
12437,1,34.87,164.3
12438,1,34.34,163.96
12439,1,25.96,-157.06
12440,1,31.89,165.59
12441,1,35.64,163.7
12442,1,30.86,168.82
12443,1,33.03,173.91
12444,1,29.45,171.05
12445,1,27.74,166.22
12446,1,19.97,170.61
12447,1,19.92,170
12448,1,20.02,171.5
12449,1,20.72,167.57
12450,1,19.92,170
12451,1,19.97,170.61
12452,1,34.87,-178.29
12453,1,19.97,170.61
12454,1,21.84,163.09
12455,1,22.22,163.53
12456,1,20.81,161.79
12457,1,23.57,163.3
12458,1,23.93,162.12
12459,1,33.2,-153.09
12460,1,35.64,163.7
12461,1,28.91,169.51
12462,1,34.01,166.36
12463,1,33.31,165.29
12464,1,34.78,163.73
12465,1,31.51,166.07
12466,1,35.23,165.28
12467,1,32.02,168.69
12468,1,35.34,163.68
12469,1,34.94,-178.3
12470,1,29.46,171.7
12471,1,26.54,166.41
12472,1,27.82,166.26
12473,1,25.51,165.42
12474,1,34.8,179.33
12475,1,28.27,171.89
12476,1,31.41,174.71
12477,1,32.58,-173.57
12478,1,32.56,172.51
12479,1,25.58,164.28
12480,1,29.68,165.94
12481,1,28.83,-178.79
12482,1,18.29,159.78
12483,1,18.59,165.88
12484,1,18.18,164.91
12485,1,19.77,160.55
12486,1,35.76,-157.28
12487,1,19.34,175.62
12488,1,22.21,-155.27
12489,1,21.59,174.39
12490,1,35.48,-159.12
12491,1,35.97,-157.86
12492,1,21.47,174.6
12493,1,27.65,164.08
12494,1,33.2,-153.09
12495,1,22.61,-161.81
12496,1,22.15,163.75
12497,1,21.84,163.09
12498,1,20.85,161.84
12499,1,17.23,158.71
12500,1,22.76,173.28
12501,1,20.13,161.55
12502,1,19.36,160.47
12503,1,17.93,158.14
12504,1,22.16,-150.2
12505,1,33.29,165.39
12506,1,27.36,172.32
12507,1,34.22,-173.64
12508,1,22.55,178.08
12509,1,32.84,-153.04
12510,1,25.39,178.33
12511,1,35.7,-157.24
12512,1,35.7,-157.24
12513,1,35.51,-157.54
12514,1,35.75,-157.76
12515,1,35.5,-159.2
12516,1,35,-163.73
12517,1,35.59,-158.25
12518,1,35.84,-157.37
12519,1,35.02,-158.19
12520,1,35.91,-158.62
12521,1,35.55,-157.75
12522,1,35.6,-157.02
12523,1,36.34,-158.72
12524,1,34.73,-163.72
12525,1,33.06,-163.53
12526,1,33.69,-165.39
12527,1,36.03,-158.05
12528,1,34.86,-163.57
12529,1,34.74,-163.42
12530,1,33.89,-162.96
12531,1,36.65,-158.76
12532,1,35.85,-164.89
12533,1,35.85,-157.93
12534,1,34.69,-156.38
12535,1,56.61,-122.85
12536,1,35.09,-157.35
12537,1,56.15,-119.77
12538,1,33.02,-160.08
12539,1,35.26,-155.18
12540,1,35.58,-157.21
12541,1,35.63,-156.8
12542,1,35.36,-157.03
12543,1,34.96,-154.75
12544,1,22.77,-161.89
12545,1,34.53,-163.5
12546,1,20.61,167.18
12547,1,35.48,-158.01
12548,1,18.76,165.84
12549,1,33.49,-173.63
12550,1,35.87,-157.52
12551,1,35.59,-159.4
12552,1,35.66,-156.46
12553,1,36.56,-158.97
12554,1,21.64,174.55
12555,1,21.49,174.35
12556,1,21.89,174.35
12557,1,21.74,174.19
12558,1,21.4,174.46
12559,1,21.82,173.96
12560,1,21.31,174.59
12561,1,21.69,174.42
12562,1,21.85,174.47
12563,1,21.72,174.81
12564,1,21.39,175.6
12565,1,21.34,174.9
12566,1,23.28,177.57
12567,1,21.51,176.37
12568,1,22.24,174.41
12569,1,22.44,176.71
12570,1,21.94,177.35
12571,1,22.49,177.05
12572,1,21.62,175.38
12573,1,22.16,174.98
12574,1,18.55,174.71
12575,1,23,174.5
12576,1,22.69,175.1
12577,1,22.27,175.41
12578,1,22.38,175.99
12579,1,21.76,175.75
12580,1,21.41,175.78
12581,1,21.42,174.77
12582,1,22.59,174.2
12583,1,20.3,-174.29
12584,1,19.23,-177.25
12585,1,19.34,175.62
12586,1,20.38,176.74
12587,1,21.17,175.85
12588,1,17.54,-177.4
12589,1,19.5,-171.65
12590,1,18.51,-178.34
12591,1,20.45,175.03
12592,1,19.6,-178.89
12593,1,20.98,175.47
12594,1,18.43,-176.59
12595,1,19.31,178.65
12596,1,19.83,-169.78
12597,1,17.02,-179.68
12598,1,21.17,175.03
12599,1,18.58,-175.64
12600,1,17.62,-175.18
12601,1,21.3,-174.8
12602,1,17.68,175.53
12603,1,21.59,-176.89
12604,1,21.45,-175.94
12605,1,19.35,174.86
12606,1,20.63,-178.97
12607,1,16.89,175.12
12608,1,20.72,-177.17
12609,1,18.71,177.04
12610,1,19.78,-179.46
12611,1,19.43,175.65
12612,1,20.58,-178.48
12613,1,21.7,-172.76
12614,1,20.09,174.97
12615,1,20.52,-177.71
12616,1,18.19,176.85
12617,1,20.64,177.38
12618,1,20.47,179.53
12619,1,19.71,174.82
12620,1,19.33,-178.47
12621,1,21.79,-176.35
12622,1,20.54,-175.76
12623,1,20.47,175.68
12624,1,18.92,176.97
12625,1,18.73,-168.61
12626,1,22.59,-175.9
12627,1,23.92,176.66
12628,1,23.17,175.34
12629,1,23.31,176.39
12630,1,26.39,175.22
12631,1,23.35,174.6
12632,1,25.2,175.86
12633,1,26.98,175.54
12634,1,24.39,174.65
12635,1,25.32,176.49
12636,1,25.08,174.3
12637,1,26.06,176.31
12638,1,24.75,172.92
12639,1,23.56,175.66
12640,1,24.57,175.74
12641,1,23.95,174.35
12642,1,24.68,174.11
12643,1,26.78,173.86
12644,1,25.41,172.92
12645,1,26.42,174.31
12646,1,23.21,176.01
12647,1,27.1,175.97
12648,1,24.16,177.51
12649,1,24.02,175.92
12650,1,23.88,173.57
12651,1,24.61,173.53
12652,1,25.49,176.94
12653,1,26.41,-176.92
12654,1,21.73,-178.97
12655,1,25.46,178.7
12656,1,27.28,-178.92
12657,1,22.2,178.32
12658,1,21.4,179.5
12659,1,20.95,178.69
12660,1,23.07,-179.72
12661,1,21.55,177.51
12662,1,27.41,-177.53
12663,1,28.11,-173.6
12664,1,24.72,-175.36
12665,1,27.3,-175.52
12666,1,25.91,174.97
12667,1,25.04,-175.44
12668,1,26.91,-174.88
12669,1,27.44,-176.43
12670,1,25.72,178.03
12671,1,25.58,-179.45
12672,1,25.83,-179.48
12673,1,25.07,-174.75
12674,1,26.67,178.34
12675,1,29.05,-173.7
12676,1,26.03,-177.51
12677,1,24.43,-177.01
12678,1,24.54,-178.92
12679,1,24.54,-178.92
12680,1,27.06,-176.6
12681,1,25.04,177.91
12682,1,24.44,-177.88
12683,1,27.84,179.87
12684,1,22.82,179.58
12685,1,21.63,178.68
12686,1,23.9,-177.51
12687,1,25.02,-172.98
12688,1,23.35,178.83
12689,1,35.58,-155.85
12690,1,28,-175.7
12691,1,26.23,177.54
12692,1,25.62,176.26
12693,1,22.78,-177.02
12694,1,27.3,178.82
12695,1,25.98,-178.41
12696,1,26.42,177.87
12697,1,25.83,179.64
12698,1,27.69,-176.98
12699,1,21.89,179.18
12700,1,24.13,175.46
12701,1,25.17,176.59
12702,1,19,175.3
12703,1,21.18,174.73
12704,1,25.84,174.72
12705,1,25.7,-179.65
12706,1,29.02,-173.7
12707,1,25.22,176.33
12708,1,33.07,-152.64
12709,1,33.45,-153.54
12710,1,32.97,-152.53
12711,1,32.68,-152.87
12712,1,33.58,-153.36
12713,1,30.98,-154.87
12714,1,28.44,-158.4
12715,1,33.25,-155.34
12716,1,33.71,-155.56
12717,1,32.39,-154.41
12718,1,32.66,-153.92
12719,1,30.8,-152.64
12720,1,32.49,-152.18
12721,1,30.17,-152.04
12722,1,30.64,-154.76
12723,1,31.7,-153.48
12724,1,33.9,-153.36
12725,1,31.87,-153.36
12726,1,32.38,-153.64
12727,1,32.83,-154.14
12728,1,32.53,-152.68
12729,1,33.6,-155.95
12730,1,31.86,-153.01
12731,1,31.41,-153.04
12732,1,22.18,-158.76
12733,1,15.8,-120.74
12734,1,25.03,-149.31
12735,1,23.22,-150.67
12736,1,22.12,-150.18
12737,1,22.15,-164.28
12738,1,25.87,-157.25
12739,1,27.73,-149.59
12740,1,23.46,-152.44
12741,1,28.5,-150.66
12742,1,22.88,-158.84
12743,1,25.05,-161.52
12744,1,20.98,-158.25
12745,1,23.14,-150.51
12746,1,25.79,-150.2
12747,1,22.13,-155.36
12748,1,25.96,-157.06
12749,1,26.51,-149.49
12750,1,23.92,-150.03
12751,1,33.25,-154.93
12752,1,23.88,-153.99
12753,1,23.01,-149.39
12754,1,25.41,-150.56
12755,1,26.02,-150.47
12756,1,23.32,-151.1
12757,1,24.74,-161.63
12758,1,23.01,-152.54
12759,1,27.02,-168.87
12760,1,27.04,-161.89
12761,1,27.11,-171.93
12762,1,30.95,-161.59
12763,1,25.86,-169.05
12764,1,28.12,-169.5
12765,1,22.4,-169.24
12766,1,27.28,-169.17
12767,1,27.44,-169.29
12768,1,30.83,-166.7
12769,1,26.51,-168.93
12770,1,28.68,-165.82
12771,1,26.57,-169.25
12772,1,28.67,-170.95
12773,1,27.26,-169.04
12774,1,26.72,-162.06
12775,1,29.15,-166.63
12776,1,28.66,-163.53
12777,1,28.21,-162.52
12778,1,28.62,-169.82
12779,1,22.65,-169.97
12780,1,29.73,-162.43
12781,1,26.34,-164.69
12782,1,27.78,-162.21
12783,1,24.89,-170.01
12784,1,31.66,-161.3
12785,1,26.9,-161.68
12786,1,25.04,-168.61
12787,1,23.62,-150.6
12788,1,32.42,-178.36
12789,1,33.03,-179.18
12790,1,32.98,-179.21
12791,1,32.28,-178.6
12792,1,32.25,-178.33
12793,1,32.21,-178.77
12794,1,32.04,-178.28
12795,1,32.53,-178.02
12796,1,31.89,-179.27
12797,1,31.57,179.67
12798,1,31.99,-178.52
12799,1,32.61,-177.73
12800,1,33.16,-177.37
12801,1,32.26,-179.14
12802,1,32.46,179.79
12803,1,32.72,-178.69
12804,1,34.88,178.94
12805,1,34.41,178.22
12806,1,34.79,-179.58
12807,1,34.32,-179.54
12808,1,35.73,-179.91
12809,1,34.99,179.32
12810,1,30.9,-176.63
12811,1,34.76,179.46
12812,1,33.99,179.68
12813,1,32.82,179.67
12814,1,33.03,-153.04
12815,1,33.07,-179.99
12816,1,34.12,178.29
12817,1,34.22,-169.66
12818,1,34.86,-178.21
12819,1,33.87,-174.21
12820,1,39.19,-179.39
12821,1,32.08,-172.01
12822,1,37.41,-179.17
12823,1,35.2,-168.09
12824,1,35.34,-169.5
12825,1,33.76,-172.43
12826,1,35.51,-176.92
12827,1,34.31,-177.64
12828,1,38.03,-177.12
12829,1,34.88,-168.94
12830,1,34.42,-173.4
12831,1,33.66,-169.85
12832,1,35.88,-177.61
12833,1,35.82,-177.79
12834,1,33.24,-174.58
12835,1,33.24,-174.58
12836,1,33.31,178.99
12837,1,34.1,-178.45
12838,1,36.26,-179.29
12839,1,33.67,-178.48
12840,1,32.87,176.85
12841,1,33.29,173.92
12842,1,32.43,178.8
12843,1,32.77,178.6
12844,1,25.28,173.35
12845,1,32.97,173.35
12846,1,33.24,174.69
12847,1,29.9,178.09
12848,1,34.17,174.77
12849,1,33.94,176.78
12850,1,29.45,177.49
12851,1,33.64,174.32
12852,1,33.64,174.32
12853,1,33.64,174.32
12854,1,31.6,176.72
12855,1,33.04,179.07
12856,1,27.79,175.91
12857,1,32.95,172.78
12858,1,29.89,177.08
12859,1,28.86,176.94
12860,1,32,178.28
12861,1,31.14,178.85
12862,1,31.05,-173.16
12863,1,30.37,-177.04
12864,1,31.71,177.25
12865,1,31.34,-178.65
12866,1,31.03,-178.02
12867,1,28.29,179.61
12868,1,29.37,179.56
12869,1,32.42,-176.81
12870,1,29.46,-177.37
12871,1,32.62,-173.55
12872,1,30,-179.2
12873,1,29.15,-179.37
12874,1,30.11,-177.45
12875,1,29.77,-177.34
12876,1,30.51,-177.8
12877,1,29.89,-178.25
12878,1,31.46,-178.66
12879,1,29.15,-177.66
12880,1,28.9,-178.83
12881,1,31.58,-176.76
12882,1,29.32,-175.32
12883,1,32.46,165.22
12884,1,29.46,168.6
12885,1,39.98,148.88
12886,1,39.87,148.3
12887,1,39.87,148.42
12888,1,20.31,166.46
12889,1,34.89,-178.33
12890,1,31.51,-169.09
12891,1,23.69,175.21
12892,1,25.54,-179.3
12893,1,19.77,160.91
12894,1,25.15,176.31
12895,1,17.49,158.21
12896,1,20.81,161.79
12897,1,18.58,-175.64
12898,1,33.07,-152.64
12899,1,23.37,-150.6
12900,1,25.32,-150.76
12901,1,32.99,-160.02
12902,1,24.71,171.71
12903,1,26.54,166.41
12904,1,35.76,-157.28
12905,1,30.64,-154.76
12906,1,21.3,166.59
12907,1,56.46,-121.37
12908,1,17.85,163.36
12909,1,56.15,-119.77
12910,1,21.58,174.37
12911,1,27.17,-169.39
12912,1,35.87,-177.67
12913,1,29.52,177.35
12914,1,32.54,171.48
12915,1,32.22,-168.51
12916,1,36.71,-158.75
12917,1,25.54,164.24
12918,1,25.9,-157.37
12919,1,27.72,-162.14
12920,1,34.8,163.72
12921,1,32.99,-160.02
12922,1,27.18,-169.38
12923,1,20.08,172.52
12924,1,34.22,-173.64
12925,1,25.53,165.55
12926,1,32.89,-152.76
12927,1,29.95,-177.35
12928,1,22.68,-170.02
12929,1,20.7,168.54
12930,1,19.65,170.02
12931,1,25.14,176.31
12932,1,22.12,-164.45
12933,1,35.97,-157.86
12934,1,34.92,-163.62
12935,1,33.31,175.45
12936,1,34.01,166.35
12937,1,35,-163.73
12938,1,35.52,-158.04
12939,1,17.6,174.62
12940,1,23.22,177.99
12941,1,20.13,175.19
12942,1,21.48,174.58
12943,1,20.97,170.31
12944,1,21.8,-176.42
12945,1,17.64,179.82
12946,1,22.61,-161.81
12947,1,21.4,174.46
12948,1,31.47,166.17
12949,1,35.54,163.73
12950,1,34.01,166.24
12951,1,35.38,163.74
12952,1,28.82,169.57
12953,1,28.98,169.59
12954,1,24.59,171.75
12955,1,19.65,161.08
12956,1,20.76,168.26
12957,1,26.72,169.75
12958,1,32.45,-178.76
12959,1,22.78,163.72
12960,1,24.04,162.06
12961,1,22.57,177.11
12962,1,20.99,163.15
12963,1,27.51,167.79
12964,1,19.95,170.59
12965,1,56.46,-121.37
12966,1,26.48,-152.3
12967,1,19.97,170.61
12968,1,34.86,179.48
12969,1,17.47,158.24
12970,1,32.97,173.35
12971,1,20.84,163.6
12972,1,27.27,178.9
12973,1,26.57,168.04
12974,1,35.67,-157.38
12975,1,27.65,164.06
12976,1,21.39,174.76
12977,1,27.18,-169.38
12978,1,18.19,158.45
12979,1,27.14,167.57
12980,1,25.05,-161.52
12981,1,32.97,165.34
12982,1,33.92,166.34
12983,1,19.77,160.55
12984,1,20.26,170.23
12985,1,21.72,174.38
12986,1,35.55,-157.29
12987,1,32.08,178.17
12988,1,27.69,-176.98
12989,1,29.51,177.34
12990,1,30.54,171.07
12991,1,26.89,163.18
12992,1,35.85,-157.52
12993,1,17.01,158.74
12994,1,37.38,-179
12995,1,27.11,-169.11
12996,1,32.5,169.93
12997,1,35.34,-169.5
12998,1,32.46,170.92
12999,1,33.34,175.39
13000,1,22.43,177.17
13001,1,25.61,168.06
13002,1,18.15,164.84
13003,1,33.61,175.4
13004,1,19.86,169.95
13005,1,20.99,170.6
13006,1,23.36,170.61
13007,1,27.33,164.97
13008,1,25.18,163.52
13009,1,27.72,-162.14
13010,1,19.91,170.09
13011,1,20.57,162.58
13012,1,30.98,-173.35
13013,1,23.69,167.91
13014,1,29.89,-177.33
13015,1,23.07,170.59
13016,1,19.95,170.59
13017,1,33.39,165.48
13018,1,25.03,177
13019,1,18.22,-170.99
13020,1,25.25,174.82
13021,1,20.54,-179.74
13022,1,20.54,-179.74
13023,1,25.79,179.13
13024,1,33.9,176.06
13025,1,25.07,-179.1
13026,1,36.5,-175.37
13027,1,20.18,162.16
13028,1,35.62,-155.67
13029,1,20.51,175.14
13030,1,27.67,170.46
13031,1,28.84,169.48
13032,1,35.55,-157.29
13033,1,25.54,-179.3
13034,1,22.72,170.56
13035,1,35.48,-159.12
13036,1,35.52,-158.04
13037,1,35.08,-178.34
13038,1,35.86,163.76
13039,1,21.55,174.63
13040,1,35.87,-157.39
13041,1,25.55,-159.25
13042,1,35.76,-157.32
13043,1,34.92,-163.62
13044,1,23.57,170.38
13045,1,19.88,160.99
13046,1,21.34,166.26
13047,1,18.54,-175.65
13048,1,20.83,163.33
13049,1,22.45,169.35
13050,1,23.01,-179.87
13051,1,27.46,-169.22
13052,1,35.76,-157.28
13053,1,19.92,170
13054,1,32.35,-178.66
13055,1,33.2,-153.09
13056,1,34.92,-163.55
13057,1,35.07,179.22
13058,1,17.84,158.12
13059,1,32.99,-160.02
13060,1,34.92,-163.62
13061,1,20.58,174.8
13062,1,24.51,-167.25
13063,1,32.35,-178.66
13064,1,17.49,158.21
13065,1,19.72,-179.4
13066,1,19.86,169.95
13067,1,18.78,159.24
13068,1,20.81,170.32
13069,1,19.88,170.06
13070,1,22.34,169.33
13071,1,26.76,164.35
13072,1,28.87,169.48
13073,1,27.3,-162.01
13074,1,33.25,165.33
13075,1,20.45,161.93
13076,1,21.5,174.58
13077,1,56.61,-122.85
13078,1,25.32,-150.76
13079,1,23.69,167.92
13080,1,21.44,162.69
13081,1,19.97,170.61
13082,1,20.84,170.46
13083,1,21.89,174.35
13084,1,25.74,-179.46
13085,1,35.19,179.1
13086,1,23.54,177
13087,1,33.3,173.92
13088,1,22.15,163.75
13089,1,32.85,-160.06
13090,1,27.72,-162.16
13091,1,36.02,-164.99
13092,1,20.89,174.72
13093,1,34.87,179.6
13094,1,33.45,175.27
13095,1,22.45,169.35
13096,1,27.23,-169.34
13097,1,25.58,165.5
13098,1,33.28,174.01
13099,1,25.96,-179.58
13100,1,19.48,-179.25
13101,1,18.97,160.97
13102,1,33.08,-160.08
13103,1,21.06,166.73
13104,1,25.25,176.08
13105,1,34.75,163.87
13106,1,21.92,-175.12
13107,1,17.71,160.97
13108,1,25.71,-179.7
13109,1,17.75,163.38
13110,1,17.92,161.69
13111,1,25.88,-176.37
13112,1,24.76,177.26
13113,1,28.27,171.83
13114,1,24.71,-176.82
13115,1,16.08,157.83
13116,1,19.76,160.83
13117,1,20.07,160.81
13118,1,20.13,161.55
13119,1,19.65,160.71
13120,1,19.58,160.04
13121,1,20.23,160.69
13122,1,20.51,160.75
13123,1,19.22,160.6
13124,1,18.64,160.68
13125,1,19.23,159.24
13126,1,18.97,160.97
13127,1,20.14,160.74
13128,1,19.52,160.67
13129,1,17.79,162.87
13130,1,20.11,161.18
13131,1,18.42,159.92
13132,1,19.83,160.66
13133,1,20.13,161.02
13134,1,19.69,161.27
13135,1,19.43,159.79
13136,1,21.73,174.33
13137,1,19.94,161.01
13138,1,19.55,160.97
13139,1,19.92,160.85
13140,1,18.5,161.03
13141,1,18.48,160.13
13142,1,18.64,160.68
13143,1,19.66,160.88
13144,1,34.93,179.4
13145,1,19.44,160.62
13146,1,19.75,161.52
13147,1,19.68,161.06
13148,1,19.26,159.49
13149,1,19.54,160.88
13150,1,19.71,160.61
13151,1,19.7,160.47
13152,1,19.64,160.96
13153,1,19.83,-179.96
13154,1,18.98,161.64
13155,1,18.98,161.64
13156,1,19.92,161.74
13157,1,19.7,160.47
13158,1,19.29,160.33
13159,1,19.72,161.4
13160,1,33.34,175.29
13161,1,19.83,161.02
13162,1,18.77,160.89
13163,1,19.16,161.23
13164,1,19.93,161.16
13165,1,19.57,161.62
13166,1,19.58,160.04
13167,1,19.64,160.14
13168,1,19.6,160.31
13169,1,18.65,159.63
13170,1,20.01,161.34
13171,1,19.22,160.36
13172,1,19.57,160.67
13173,1,19.63,161.01
13174,1,19.14,160.88
13175,1,18.42,159.64
13176,1,19.72,160.34
13177,1,18.9,161.53
13178,1,18.72,159.96
13179,1,21.94,162.16
13180,1,30.75,-152.29
13181,1,19.41,159.97
13182,1,18.96,159.78
13183,1,33.99,-177.23
13184,1,19.75,161.09
13185,1,18.46,159.88
13186,1,19.06,159.94
13187,1,18.9,159.83
13188,1,18.85,159.3
13189,1,18.74,159.86
13190,1,19.38,160.86
13191,1,19.16,160.14
13192,1,18.6,160
13193,1,19.73,160.46
13194,1,18.73,159.04
13195,1,19.51,160.59
13196,1,18.77,159.76
13197,1,18.69,158.92
13198,1,20.41,160.83
13199,1,18.76,160.16
13200,1,19.16,160.31
13201,1,25.19,176.83
13202,1,25.71,177.7
13203,1,17.75,179.71
13204,1,25.11,176.09
13205,1,25.18,176.67
13206,1,24.3,176.62
13207,1,25.62,175.09
13208,1,25.79,179.13
13209,1,25.91,175.95
13210,1,24.97,176.1
13211,1,25.03,177
13212,1,25.38,175.62
13213,1,25.05,175.33
13214,1,27.54,177
13215,1,23.42,172.56
13216,1,24.2,177.57
13217,1,25.24,177.14
13218,1,25.24,176.21
13219,1,24.57,175.74
13220,1,25.4,176.38
13221,1,24.39,176.93
13222,1,28.12,177.29
13223,1,25.72,177.7
13224,1,27.64,179.22
13225,1,23.26,178.37
13226,1,20.78,167.03
13227,1,25.13,175.64
13228,1,24.57,175.56
13229,1,25.32,176.49
13230,1,25.21,176.33
13231,1,25.84,176.98
13232,1,24.43,177.55
13233,1,24.15,176.41
13234,1,27.44,177.38
13235,1,27.93,177.77
13236,1,25.21,175.63
13237,1,27.43,178.74
13238,1,27.43,178.76
13239,1,26.44,177.93
13240,1,25.16,175.51
13241,1,27.19,177.52
13242,1,24.4,176.14
13243,1,26.35,178.55
13244,1,24.92,178.5
13245,1,25.41,176.12
13246,1,25.33,175.29
13247,1,24.28,175.91
13248,1,26.05,175.64
13249,1,26.67,178.34
13250,1,24.96,174.93
13251,1,26.36,176.04
13252,1,25.33,176.26
13253,1,25.08,176.32
13254,1,25.17,176.59
13255,1,19.32,-179.71
13256,1,27.07,178.52
13257,1,25.49,176.94
13258,1,23.5,177.69
13259,1,25.04,177.91
13260,1,27.39,179.03
13261,1,25.39,178.33
13262,1,27.81,178.72
13263,1,25.46,178.7
13264,1,25.73,178.46
13265,1,27.31,178.88
13266,1,26.89,179.06
13267,1,25.72,178.03
13268,1,24.21,178.81
13269,1,25.62,176.26
13270,1,25.2,175.86
13271,1,24.99,175.66
13272,1,24.52,175.97
13273,1,25.58,176.89
13274,1,25.27,175.45
13275,1,28.17,178.47
13276,1,25.61,175.57
13277,1,25.06,178.17
13278,1,26.1,176.18
13279,1,26.06,176.31
13280,1,25.24,176.41
13281,1,26.04,177.76
13282,1,25.58,175.86
13283,1,24.67,175.16
13284,1,23.67,177.42
13285,1,26.23,177.54
13286,1,20.45,161.93
13287,1,21.14,174.82
13288,1,19.29,-177.68
13289,1,16.88,-174.35
13290,1,16.88,-174.37
13291,1,19.15,-179.08
13292,1,20.24,-175.26
13293,1,20.18,-177.12
13294,1,18.62,-177.71
13295,1,18.49,-173.3
13296,1,19.99,-178.43
13297,1,21.7,-172.76
13298,1,19.64,-176.8
13299,1,19.49,179.16
13300,1,19.73,-174.08
13301,1,20.2,-178.76
13302,1,17.65,-175.68
13303,1,20.63,-178.97
13304,1,21.04,-178.6
13305,1,20.58,-178.48
13306,1,17.78,-176.03
13307,1,19.78,179.97
13308,1,19.61,-179.61
13309,1,17.3,-175.05
13310,1,22.28,-176.47
13311,1,17.54,-177.4
13312,1,19.09,-179.68
13313,1,21.25,-176.72
13314,1,20.56,-176.6
13315,1,19.59,-178.62
13316,1,20.58,-176.2
13317,1,21.33,-176.94
13318,1,16.99,-173.76
13319,1,18.19,-174.54
13320,1,20.96,-176.86
13321,1,19.49,-177.34
13322,1,18.51,-178.34
13323,1,17.6,178.52
13324,1,22.59,-175.9
13325,1,20.3,-176.8
13326,1,17.19,-174.73
13327,1,19.33,-178.47
13328,1,19.91,-179.21
13329,1,18.8,179.82
13330,1,18.58,-175.64
13331,1,18.26,178.84
13332,1,19.09,-179.4
13333,1,20.21,179.78
13334,1,21.3,169.82
13335,1,20.27,-177.65
13336,1,21.36,-178.09
13337,1,20.06,-178.66
13338,1,19.82,-179.5
13339,1,22.11,-173.77
13340,1,19.51,-179.73
13341,1,16.28,-176.65
13342,1,19.47,-178.91
13343,1,17.22,-179.31
13344,1,21.52,-176.39
13345,1,19.31,179
13346,1,19.31,179
13347,1,19.6,-179.41
13348,1,19.6,-179.42
13349,1,19.55,179.96
13350,1,18.96,179.21
13351,1,17.78,-173.36
13352,1,19.37,179.81
13353,1,18.81,179.1
13354,1,19.94,179.69
13355,1,18.07,-175.83
13356,1,19.52,-179.16
13357,1,20.13,-179.09
13358,1,19.14,179.7
13359,1,21.8,-177
13360,1,21.49,-177.52
13361,1,21.39,-172.95
13362,1,20.21,-178.13
13363,1,19.57,-178.01
13364,1,22.66,-173.47
13365,1,20.3,-174.29
13366,1,18.99,-176.49
13367,1,19.44,-178.27
13368,1,20.16,-179.29
13369,1,19.44,-179.3
13370,1,17.02,-179.68
13371,1,19.75,179.66
13372,1,18.43,-176.59
13373,1,17.22,-175.99
13374,1,19.63,-179.77
13375,1,19.81,-179.37
