,Start of Path,End of Path,Number of Cars on Path
88503,NZ,19914,0.0
88504,NZ,20924,0.0
88505,NZ,9146,0.0
88506,NZ,14474,0.0
88507,NZ,18973,0.0
88508,NZ,8760,0.0
88509,NZ,18425,0.0
88510,NZ,13524,0.0
88511,NZ,20482,0.0
88512,NZ,20495,0.0
88513,NZ,20954,0.0
88514,NZ,19520,0.0
88515,NZ,8517,0.0
88516,NZ,14983,0.0
88517,NZ,14880,0.0
88518,NZ,16339,0.0
88519,NZ,14678,0.0
88520,NZ,15450,0.0
88521,NZ,15993,0.0
88522,NZ,13179,0.0
88523,NZ,15641,0.0
88524,NZ,12846,0.0
88525,NZ,20468,0.0
88526,NZ,16310,0.0
88527,NZ,16219,0.0
88528,NZ,11888,0.0
88529,NZ,13397,0.0
88530,NZ,14747,0.0
88531,NZ,16762,0.0
88532,NZ,20792,0.0
88533,NZ,16284,0.0
88534,NZ,13608,0.0
88535,NZ,15770,0.0
88536,NZ,8656,0.0
88537,NZ,16602,0.0
88538,NZ,13659,0.0
88539,NZ,13858,0.0
88540,NZ,12025,0.0
88541,NZ,20391,0.0
88542,NZ,18930,0.0
88543,NZ,11899,0.0
88544,NZ,8710,0.0
88545,NZ,14361,0.0
88546,NZ,14902,0.0
88547,NZ,17827,0.0
88548,NZ,15243,0.0
88549,NZ,16668,0.0
88550,NZ,18361,0.0
88551,NZ,17226,0.0
88552,NZ,14683,0.0
88553,NZ,19767,0.0
88554,NZ,12511,0.0
88555,NZ,13539,0.0
88556,NZ,12956,0.0
88557,NZ,9353,0.0
88558,NZ,20408,0.0
88559,NZ,12603,0.0
88560,NZ,16114,0.0
88561,NZ,15620,0.0
88562,NZ,14157,0.0
88563,NZ,19356,0.0
88564,NZ,19030,0.0
88565,NZ,15979,0.0
88566,NZ,21702,0.0
88567,NZ,15310,0.0
88568,NZ,18422,0.0
88569,NZ,21535,0.0
88570,NZ,16996,0.0
88571,NZ,13571,0.0
88572,NZ,20307,0.0
88573,NZ,19538,0.0
88574,NZ,16871,0.0
88575,NZ,15861,0.0
88576,NZ,19402,0.0
88577,NZ,15290,0.0
88578,NZ,12048,0.0
88579,NZ,13351,0.0
88580,NZ,15825,0.0
88581,NZ,13951,0.0
88582,NZ,20143,0.0
88583,NZ,16234,0.0
88584,NZ,19764,0.0
88585,NZ,15406,0.0
88586,NZ,15329,0.0
88587,NZ,19380,0.0
88588,NZ,19772,0.0
88589,NZ,19597,0.0
88590,NZ,14968,0.0
88591,NZ,18805,0.0
88592,NZ,12715,0.0
88593,NZ,12324,0.0
88594,NZ,18590,0.0
88595,NZ,15932,0.0
88596,NZ,12832,0.0
88597,NZ,8638,0.0
88598,NZ,19303,0.0
88599,NZ,14697,0.0
88600,NZ,20777,0.0
88601,NZ,18546,0.0
88602,NZ,19468,0.0
88603,NZ,14498,0.0
88604,NZ,12540,0.0
88605,NZ,15697,0.0
88606,NZ,13796,0.0
88607,NZ,12510,0.0
88608,NZ,21256,0.0
88609,NZ,13866,0.0
88610,NZ,16382,0.0
88611,NZ,14450,0.0
88612,NZ,19158,0.0
88613,NZ,19334,0.0
88614,NZ,19441,0.0
88615,NZ,14189,0.0
88616,NZ,13747,0.0
88617,NZ,12671,0.0
88618,NZ,13713,0.0
88619,NZ,15439,0.0
88620,NZ,14933,0.0
88621,NZ,14235,0.0
88622,NZ,9295,0.0
88623,NZ,12200,0.0
88624,NZ,8741,0.0
88625,NZ,20158,0.0
88626,NZ,13119,0.0
88627,NZ,19396,0.0
88628,NZ,20895,0.0
88629,NZ,16171,0.0
88630,NZ,8607,0.0
88631,NZ,14182,0.0
88632,NZ,20320,0.0
88633,NZ,15863,0.0
88634,NZ,9292,0.0
88635,NZ,15175,0.0
88636,NZ,13117,0.0
88637,NZ,15856,0.0
88638,NZ,8677,0.0
88639,NZ,16123,0.0
88640,NZ,13861,0.0
88641,NZ,18961,0.0
88642,NZ,12536,0.0
88643,NZ,14696,0.0
88644,NZ,9315,0.0
88645,NZ,8630,0.0
88646,NZ,13134,0.0
88647,NZ,14480,0.0
88648,NZ,16157,0.0
88649,NZ,18778,0.0
88650,NZ,9345,0.0
88651,NZ,9264,0.0
88652,NZ,15672,0.0
88653,NZ,14466,0.0
88654,NZ,9125,0.0
88655,NZ,14853,0.0
88656,NZ,12264,0.0
88657,NZ,14449,0.0
88658,NZ,13253,0.0
88659,NZ,8737,0.0
88660,NZ,18766,0.0
88661,NZ,12547,0.0
88662,NZ,19702,0.0
88663,NZ,18887,0.0
88664,NZ,21009,0.0
88665,NZ,15933,0.0
88666,NZ,16430,0.0
88667,NZ,19331,0.0
88668,NZ,12599,0.0
88669,NZ,15036,0.0
88670,NZ,15517,0.0
88671,NZ,8658,0.0
88672,NZ,14330,0.0
88673,NZ,12538,0.0
88674,NZ,19254,0.0
88675,NZ,15642,0.0
88676,NZ,19280,0.0
88677,NZ,14395,0.0
88678,NZ,14470,0.0
88679,NZ,15294,0.0
88680,NZ,16779,0.0
88681,NZ,8643,0.0
88682,NZ,14412,0.0
88683,NZ,12824,0.0
88684,NZ,13184,0.0
88685,NZ,20720,0.0
88686,NZ,14070,0.0
88687,NZ,13508,0.0
88688,NZ,14530,0.0
88689,NZ,20556,0.0
88690,NZ,13690,0.0
88691,NZ,12672,0.0
88692,NZ,16105,0.0
88693,NZ,16529,0.0
88694,NZ,19247,0.0
88695,NZ,14019,0.0
88696,NZ,15428,0.0
88697,NZ,18976,0.0
88698,NZ,9215,0.0
88699,NZ,15647,0.0
88700,NZ,14382,0.0
88701,NZ,14823,0.0
88702,NZ,13937,0.0
88703,NZ,18872,0.0
88704,NZ,19683,0.0
88705,NZ,13193,0.0
88706,NZ,15012,0.0
88707,NZ,20291,0.0
88708,NZ,21023,0.0
88709,NZ,12553,0.0
88710,NZ,12001,0.0
88711,NZ,16351,0.0
88712,NZ,8697,0.0
88713,NZ,19792,0.0
88714,NZ,20148,0.0
88715,NZ,19216,0.0
88716,NZ,12401,0.0
88717,NZ,13168,0.0
88718,NZ,16519,0.0
88719,NZ,19591,0.0
88720,NZ,14760,0.0
88721,NZ,16215,0.0
88722,NZ,15508,0.0
88723,NZ,8688,0.0
88724,NZ,1675,0.0
88725,NZ,13597,0.0
88726,NZ,19750,0.0
88727,NZ,17805,0.0
88728,NZ,19873,0.0
88729,NZ,13956,0.0
88730,NZ,20568,0.0
88731,NZ,18875,0.0
88732,NZ,21270,0.0
88733,NZ,20365,0.0
88734,NZ,21019,0.0
88735,NZ,15790,0.0
88736,NZ,19304,0.0
88737,NZ,17691,0.0
88738,NZ,14051,0.0
88739,NZ,20366,0.0
88740,NZ,9348,0.0
88741,NZ,18423,0.0
88742,NZ,19882,0.0
88743,NZ,15505,0.0
88744,NZ,18795,0.0
88745,NZ,19959,0.0
88746,NZ,20286,0.0
88747,NZ,13746,0.0
88748,NZ,20886,0.0
88749,NZ,12521,0.0
88750,NZ,13871,0.0
88751,NZ,20682,0.0
88752,NZ,13176,0.0
88753,NZ,20223,0.0
88754,NZ,12300,0.0
88755,NZ,8641,0.0
88756,NZ,20933,0.0
88757,NZ,15403,0.0
88758,NZ,14394,0.0
88759,NZ,15800,0.0
88760,NZ,16669,0.0
88761,NZ,14969,0.0
88762,NZ,9219,0.0
88763,NZ,20458,0.0
88764,NZ,19226,0.0
88765,NZ,15434,0.0
88766,NZ,13151,0.0
88767,NZ,20844,0.0
88768,NZ,12546,0.0
88769,NZ,19821,0.0
88770,NZ,15328,0.0
88771,NZ,15651,0.0
88772,NZ,16029,0.0
88773,NZ,11879,0.0
88774,NZ,16388,0.0
88775,NZ,15667,0.0
88776,NZ,15612,0.0
88777,NZ,18791,0.0
88778,NZ,3618,0.0
88779,NZ,13128,0.0
88780,NZ,19231,0.0
88781,NZ,15288,0.0
88782,NZ,15367,0.0
88783,NZ,15093,0.0
88784,NZ,14553,0.0
88785,NZ,16690,0.0
88786,NZ,9282,0.0
88787,NZ,20864,0.0
88788,NZ,16796,0.0
88789,NZ,11977,0.0
88790,NZ,8567,0.0
88791,NZ,13979,0.0
88792,NZ,13143,0.0
88793,NZ,19962,0.0
88794,NZ,14676,0.0
88795,NZ,12422,0.0
88796,NZ,8703,0.0
88797,NZ,18630,0.0
88798,NZ,12226,0.0
88799,NZ,15277,0.0
88800,NZ,21046,0.0
88801,NZ,14956,0.0
88802,NZ,14911,0.0
88803,NZ,13931,0.0
88804,NZ,19319,0.0
88805,NZ,20845,0.0
88806,NZ,13187,0.0
88807,NZ,3634,0.0
88808,NZ,14937,0.0
88809,NZ,16001,0.0
88810,NZ,20403,0.0
88811,NZ,12872,0.0
88812,NZ,14437,0.0
88813,NZ,12628,0.0
88814,NZ,16405,0.0
88815,NZ,9339,0.0
88816,NZ,20851,0.0
88817,NZ,18914,0.0
88818,NZ,15022,0.0
88819,NZ,15490,0.0
88820,NZ,20572,0.0
88821,NZ,14819,0.0
88822,NZ,16078,0.0
88823,NZ,14179,0.0
88824,NZ,13485,0.0
88825,NZ,9105,0.0
88826,NZ,9164,0.0
88827,NZ,16069,0.0
88828,NZ,14544,0.0
88829,NZ,21662,0.0
88830,NZ,21273,0.0
88831,NZ,14594,0.0
88832,NZ,8646,0.0
88833,NZ,19467,0.0
88834,NZ,20612,0.0
88835,NZ,14795,0.0
88836,NZ,9123,0.0
88837,NZ,14610,0.0
88838,NZ,21498,0.0
88839,NZ,21082,0.0
88840,NZ,19220,0.0
88841,NZ,21129,0.0
88842,NZ,19669,0.0
88843,NZ,19151,0.0
88844,NZ,13914,0.0
88845,NZ,13375,0.0
88846,NZ,14322,0.0
88847,NZ,19260,0.0
88848,NZ,12413,0.0
88849,NZ,15066,0.0
88850,NZ,15483,0.0
88851,NZ,9320,0.0
88852,NZ,8597,0.0
88853,NZ,14518,0.0
88854,NZ,18912,0.0
88855,NZ,9284,0.0
88856,NZ,20471,0.0
88857,NZ,13664,0.0
88858,NZ,20582,0.0
88859,NZ,13844,0.0
88860,NZ,13391,0.0
88861,NZ,9204,0.0
88862,NZ,15624,0.0
88863,NZ,19130,0.0
88864,NZ,18609,0.0
88865,NZ,12108,0.0
88866,NZ,13698,0.0
88867,NZ,19956,0.0
88868,NZ,16270,0.0
88869,NZ,19553,0.0
88870,NZ,15331,0.0
88871,NZ,16182,0.0
88872,NZ,17699,0.0
88873,NZ,11875,0.0
88874,NZ,13922,0.0
88875,NZ,15646,0.0
88876,NZ,21606,0.0
88877,NZ,9195,0.0
88878,NZ,14547,0.0
88879,NZ,8694,0.0
88880,NZ,14593,0.0
88881,NZ,19910,0.0
88882,NZ,20430,0.0
88883,NZ,12325,0.0
88884,NZ,21158,0.0
88885,NZ,11991,0.0
88886,NZ,20395,0.0
88887,NZ,18540,0.0
88888,NZ,14253,0.0
88889,NZ,8700,0.0
88890,NZ,15818,0.0
88891,NZ,14699,0.0
88892,NZ,14881,0.0
88893,NZ,13185,0.0
88894,NZ,14636,0.0
88895,NZ,18094,0.0
88896,NZ,12779,0.0
88897,NZ,20810,0.0
88898,NZ,12871,0.0
88899,NZ,15390,0.0
88900,NZ,9171,0.0
88901,NZ,15387,0.0
88902,NZ,12338,0.0
88903,NZ,12369,0.0
88904,NZ,14161,0.0
88905,NZ,15654,0.0
88906,NZ,18769,0.0
88907,NZ,13178,0.0
88908,NZ,8664,0.0
88909,NZ,14510,0.0
88910,NZ,15026,0.0
88911,NZ,14939,0.0
88912,NZ,12035,0.0
88913,NZ,20603,0.0
88914,NZ,15653,0.0
88915,NZ,14124,0.0
88916,NZ,13205,0.0
88917,NZ,15898,0.0
88918,NZ,14500,0.0
88919,NZ,20071,0.0
88920,NZ,16107,0.0
88921,NZ,16585,0.0
88922,NZ,20235,0.0
88923,NZ,13189,0.0
88924,NZ,19345,0.0
88925,NZ,14810,0.0
88926,NZ,19253,0.0
88927,NZ,8785,0.0
88928,NZ,16409,0.0
88929,NZ,13684,0.0
88930,NZ,12529,0.0
88931,NZ,16357,0.0
88932,NZ,16741,0.0
88933,NZ,8558,0.0
88934,NZ,21336,0.0
88935,NZ,13886,0.0
88936,NZ,18051,0.0
88937,NZ,13787,0.0
88938,NZ,15181,0.0
88939,NZ,20950,0.0
88940,NZ,8487,0.0
88941,NZ,16325,0.0
88942,NZ,12373,0.0
88943,NZ,9100,0.0
88944,NZ,13598,0.0
88945,NZ,20688,0.0
88946,NZ,12793,0.0
88947,NZ,20817,0.0
88948,NZ,12552,0.0
88949,NZ,13959,0.0
88950,NZ,13633,0.0
88951,NZ,9149,0.0
88952,NZ,13765,0.0
88953,NZ,14174,0.0
88954,NZ,14271,0.0
88955,NZ,15244,0.0
88956,NZ,15701,0.0
88957,NZ,12634,0.0
88958,NZ,19724,0.0
88959,NZ,18559,0.0
88960,NZ,17479,0.0
88961,NZ,14877,0.0
88962,NZ,12560,0.0
88963,NZ,14852,0.0
88964,NZ,14891,0.0
88965,NZ,13665,0.0
88966,NZ,13716,0.0
88967,NZ,20385,0.0
88968,NZ,14849,0.0
88969,NZ,16347,0.0
88970,NZ,15286,0.0
88971,NZ,19089,0.0
88972,NZ,15967,0.0
88973,NZ,14121,0.0
88974,NZ,21303,0.0
88975,NZ,16274,0.0
88976,NZ,8691,0.0
88977,NZ,14034,0.0
88978,NZ,9408,0.0
88979,NZ,13623,0.0
88980,NZ,8543,0.0
88981,NZ,14884,0.0
88982,NZ,13837,0.0
88983,NZ,14183,0.0
88984,NZ,15962,0.0
88985,NZ,13094,0.0
88986,NZ,9454,0.0
88987,NZ,15164,0.0
88988,NZ,12332,0.0
88989,NZ,13206,0.0
88990,NZ,9101,0.0
88991,NZ,14004,0.0
88992,NZ,9237,0.0
88993,NZ,16384,0.0
88994,NZ,13309,0.0
88995,NZ,19360,0.0
88996,NZ,14572,0.0
88997,NZ,16090,0.0
88998,NZ,8870,0.0
88999,NZ,15700,0.0
89000,NZ,18359,0.0
89001,NZ,19009,0.0
89002,NZ,16132,0.0
89003,NZ,20566,0.0
89004,NZ,15231,0.0
89005,NZ,17640,0.0
89006,NZ,19484,0.0
89007,NZ,14037,0.0
89008,NZ,14660,0.0
89009,NZ,19489,0.0
89010,NZ,20433,0.0
89011,NZ,18472,0.0
89012,NZ,13372,0.0
89013,NZ,13315,0.0
89014,NZ,14338,0.0
89015,NZ,8711,0.0
89016,NZ,14517,0.0
89017,NZ,9377,0.0
89018,NZ,16417,0.0
89019,NZ,13900,0.0
89020,NZ,14663,0.0
89021,NZ,19857,0.0
89022,NZ,13865,0.0
89023,NZ,19932,0.0
89024,NZ,12818,0.0
89025,NZ,20989,0.0
89026,NZ,9388,0.0
89027,NZ,19323,0.0
89028,NZ,12199,0.0
89029,NZ,20852,0.0
89030,NZ,8588,0.0
89031,NZ,20591,0.0
89032,NZ,14832,0.0
89033,NZ,17635,0.0
89034,NZ,18620,0.0
89035,NZ,16759,0.0
89036,NZ,19326,0.0
89037,NZ,13620,0.0
89038,NZ,13704,0.0
89039,NZ,20239,0.0
89040,NZ,19796,0.0
89041,NZ,20943,0.0
89042,NZ,14175,0.0
89043,NZ,20824,0.0
89044,NZ,14667,0.0
89045,NZ,14258,0.0
89046,NZ,12409,0.0
89047,NZ,20381,0.0
89048,NZ,12012,0.0
89049,NZ,15172,0.0
89050,NZ,15097,0.0
89051,NZ,12638,0.0
89052,NZ,9255,0.0
89053,NZ,8586,0.0
89054,NZ,20279,0.0
89055,NZ,16220,0.0
89056,NZ,19146,0.0
89057,NZ,16555,0.0
89058,NZ,20896,0.0
89059,NZ,13925,0.0
89060,NZ,20342,0.0
89061,NZ,12141,0.0
89062,NZ,9289,0.0
89063,NZ,16616,0.0
89064,NZ,15521,0.0
89065,NZ,12013,0.0
89066,NZ,14806,0.0
89067,NZ,20357,0.0
89068,NZ,15217,0.0
89069,NZ,12086,0.0
89070,NZ,447,0.0
89071,NZ,13131,0.0
89072,NZ,12795,0.0
89073,NZ,19651,0.0
89074,NZ,13343,0.0
89075,NZ,14207,0.0
89076,NZ,13904,0.0
89077,NZ,20561,0.0
89078,NZ,8604,0.0
89079,NZ,13592,0.0
89080,NZ,20965,0.0
89081,NZ,14692,0.0
89082,NZ,16374,0.0
89083,NZ,18621,0.0
89084,NZ,16398,0.0
89085,NZ,20708,0.0
89086,NZ,11914,0.0
89087,NZ,19805,0.0
89088,NZ,14468,0.0
89089,NZ,19379,0.0
89090,NZ,17936,0.0
89091,NZ,13773,0.0
89092,NZ,20135,0.0
89093,NZ,16753,0.0
89094,NZ,15634,0.0
89095,NZ,15088,0.0
89096,NZ,21093,0.0
89097,NZ,17215,0.0
89098,NZ,15684,0.0
89099,NZ,14281,0.0
89100,NZ,570,0.0
89101,NZ,21518,0.0
89102,NZ,20798,0.0
89103,NZ,12658,0.0
89104,NZ,20552,0.0
89105,NZ,16202,0.0
89106,NZ,12756,0.0
89107,NZ,12837,0.0
89108,NZ,12181,0.0
89109,NZ,19616,0.0
89110,NZ,14049,0.0
89111,NZ,21617,0.0
89112,NZ,9294,0.0
89113,NZ,18060,0.0
89114,NZ,9086,0.0
89115,NZ,5303,0.0
89116,NZ,14487,0.0
89117,NZ,19600,0.0
89118,NZ,16574,0.0
89119,NZ,11987,0.0
89120,NZ,19072,0.0
89121,NZ,14013,0.0
89122,NZ,16470,0.0
89123,NZ,9400,0.0
89124,NZ,20692,0.0
89125,NZ,12955,0.0
89126,NZ,20868,0.0
89127,NZ,20686,0.0
89128,NZ,13715,0.0
89129,NZ,16435,0.0
89130,NZ,14245,0.0
89131,NZ,19321,0.0
89132,NZ,19513,0.0
89133,NZ,9158,0.0
89134,NZ,19245,0.0
89135,NZ,19211,0.0
89136,NZ,15013,0.0
89137,NZ,13896,0.0
89138,NZ,19423,0.0
89139,NZ,13680,0.0
89140,NZ,14785,0.0
89141,NZ,13843,0.0
89142,NZ,15472,0.0
89143,NZ,14436,0.0
89144,NZ,15945,0.0
89145,NZ,21614,0.0
89146,NZ,13605,0.0
89147,NZ,9401,0.0
89148,NZ,12642,0.0
89149,NZ,20038,0.0
89150,NZ,16122,0.0
89151,NZ,13887,0.0
89152,NZ,8924,0.0
89153,NZ,16453,0.0
89154,NZ,13610,0.0
89155,NZ,14763,0.0
89156,NZ,18870,0.0
89157,NZ,19676,0.0
89158,NZ,9258,0.0
89159,NZ,15447,0.0
89160,NZ,12391,0.0
89161,NZ,20790,0.0
89162,NZ,20164,0.0
89163,NZ,14574,0.0
89164,NZ,19969,0.0
89165,NZ,19673,0.0
89166,NZ,12197,0.0
89167,NZ,20775,0.0
89168,NZ,15163,0.0
89169,NZ,19081,0.0
89170,NZ,16323,0.0
89171,NZ,12703,0.0
89172,NZ,8714,0.0
89173,NZ,16335,0.0
89174,NZ,16767,0.0
89175,NZ,14738,0.0
89176,NZ,14239,0.0
89177,NZ,16431,0.0
89178,NZ,13180,0.0
89179,NZ,15265,0.0
89180,NZ,20097,0.0
89181,NZ,20454,0.0
89182,NZ,20233,0.0
89183,NZ,14860,0.0
89184,NZ,21507,0.0
89185,NZ,13588,0.0
89186,NZ,16518,0.0
89187,NZ,16275,0.0
89188,NZ,13460,0.0
89189,NZ,19948,0.0
89190,NZ,14220,0.0
89191,NZ,15272,0.0
89192,NZ,15436,0.0
89193,NZ,9096,0.0
89194,NZ,12705,0.0
89195,NZ,9127,0.0
89196,NZ,15337,0.0
89197,NZ,15090,0.0
89198,NZ,12229,0.0
89199,NZ,15037,0.0
89200,NZ,11941,0.0
89201,NZ,13794,0.0
89202,NZ,14431,0.0
89203,NZ,13945,0.0
89204,NZ,12160,0.0
89205,NZ,19854,0.0
89206,NZ,15405,0.0
89207,NZ,20857,0.0
89208,NZ,19825,0.0
89209,NZ,19605,0.0
89210,NZ,9263,0.0
89211,NZ,18877,0.0
89212,NZ,15814,0.0
89213,NZ,14040,0.0
89214,NZ,14244,0.0
89215,NZ,18944,0.0
89216,NZ,21057,0.0
89217,NZ,13915,0.0
89218,NZ,15373,0.0
89219,NZ,9167,0.0
89220,NZ,14742,0.0
89221,NZ,19261,0.0
89222,NZ,15708,0.0
89223,NZ,14690,0.0
89224,NZ,20243,0.0
89225,NZ,14288,0.0
89226,NZ,13894,0.0
89227,NZ,16319,0.0
89228,NZ,19804,0.0
89229,NZ,15656,0.0
89230,NZ,12875,0.0
89231,NZ,8596,0.0
89232,NZ,18252,0.0
89233,NZ,14231,0.0
89234,NZ,19552,0.0
89235,NZ,16619,0.0
89236,NZ,20017,0.0
89237,NZ,15186,0.0
89238,NZ,20229,0.0
89239,NZ,17108,0.0
89240,NZ,14589,0.0
89241,NZ,9389,0.0
89242,NZ,13808,0.0
89243,NZ,14756,0.0
89244,NZ,19708,0.0
89245,NZ,14842,0.0
89246,NZ,16137,0.0
89247,NZ,13135,0.0
89248,NZ,9349,0.0
89249,NZ,15855,0.0
89250,NZ,13754,0.0
89251,NZ,13996,0.0
89252,NZ,16211,0.0
89253,NZ,13607,0.0
89254,NZ,12962,0.0
89255,NZ,18792,0.0
89256,NZ,20932,0.0
89257,NZ,14456,0.0
89258,NZ,13132,0.0
89259,NZ,21109,0.0
89260,NZ,15820,0.0
89261,NZ,18993,0.0
89262,NZ,13246,0.0
89263,NZ,20843,0.0
89264,NZ,19832,0.0
89265,NZ,19268,0.0
89266,NZ,15167,0.0
89267,NZ,13835,0.0
89268,NZ,16656,0.0
89269,NZ,13857,0.0
89270,NZ,15183,0.0
89271,NZ,16603,0.0
89272,NZ,19544,0.0
89273,NZ,13631,0.0
89274,NZ,12186,0.0
89275,NZ,13791,0.0
89276,NZ,16216,0.0
89277,NZ,14177,0.0
89278,NZ,15282,0.0
89279,NZ,18440,0.0
89280,NZ,14444,0.0
89281,NZ,13252,0.0
89282,NZ,20898,0.0
89283,NZ,12184,0.0
89284,NZ,18790,0.0
89285,NZ,13463,0.0
89286,NZ,14042,0.0
89287,NZ,15248,0.0
89288,NZ,14992,0.0
89289,NZ,9297,0.0
89290,NZ,18363,0.0
89291,NZ,16525,0.0
89292,NZ,20251,0.0
89293,NZ,20288,0.0
89294,NZ,13783,0.0
89295,NZ,20890,0.0
89296,NZ,20939,0.0
89297,NZ,13471,0.0
89298,NZ,9283,0.0
89299,NZ,20813,0.0
89300,NZ,14414,0.0
89301,NZ,15513,0.0
89302,NZ,12378,0.0
89303,NZ,20930,0.0
89304,NZ,13145,0.0
89305,NZ,12125,0.0
89306,NZ,13114,0.0
89307,NZ,12631,0.0
89308,NZ,13297,0.0
89309,NZ,20171,0.0
89310,NZ,11926,0.0
89311,NZ,15254,0.0
89312,NZ,14201,0.0
89313,NZ,13815,0.0
89314,NZ,16373,0.0
89315,NZ,19961,0.0
89316,NZ,20299,0.0
89317,NZ,15627,0.0
89318,NZ,19492,0.0
89319,NZ,18995,0.0
89320,NZ,14103,0.0
89321,NZ,19394,0.0
89322,NZ,16278,0.0
89323,NZ,13321,0.0
89324,NZ,19526,0.0
89325,NZ,14865,0.0
89326,NZ,9212,0.0
89327,NZ,8593,0.0
89328,NZ,21060,0.0
89329,NZ,13725,0.0
89330,NZ,14398,0.0
89331,NZ,20855,0.0
89332,NZ,15383,0.0
89333,NZ,12533,0.0
89334,NZ,13532,0.0
89335,NZ,14679,0.0
89336,NZ,16788,0.0
89337,NZ,9268,0.0
89338,NZ,18349,0.0
89339,NZ,19618,0.0
89340,NZ,12400,0.0
89341,NZ,4123,0.0
89342,NZ,18900,0.0
89343,NZ,13656,0.0
89344,NZ,20850,0.0
89345,NZ,9210,0.0
89346,NZ,19534,0.0
89347,NZ,21274,0.0
89348,NZ,14813,0.0
89349,NZ,13668,0.0
89350,NZ,15270,0.0
89351,NZ,20754,0.0
89352,NZ,18794,0.0
89353,NZ,21076,0.0
89354,NZ,20883,0.0
89355,NZ,20959,0.0
89356,NZ,14228,0.0
89357,NZ,16149,0.0
89358,NZ,15769,0.0
89359,NZ,18829,0.0
89360,NZ,14088,0.0
89361,NZ,2068,0.0
89362,NZ,13181,0.0
89363,NZ,18388,0.0
89364,NZ,20490,0.0
89365,NZ,15035,0.0
89366,NZ,18987,0.0
89367,NZ,19682,0.0
89368,NZ,19159,0.0
89369,NZ,20145,0.0
89370,NZ,15441,0.0
89371,NZ,13722,0.0
89372,NZ,19554,0.0
89373,NZ,9326,0.0
89374,NZ,21266,0.0
89375,NZ,16177,0.0
89376,NZ,15257,0.0
89377,NZ,13750,0.0
89378,NZ,19729,0.0
89379,NZ,14268,0.0
89380,NZ,9228,0.0
89381,NZ,8568,0.0
89382,NZ,20359,0.0
89383,NZ,14605,0.0
89384,NZ,16082,0.0
89385,NZ,15220,0.0
89386,NZ,12530,0.0
89387,NZ,16191,0.0
89388,NZ,19140,0.0
89389,NZ,9453,0.0
89390,NZ,13661,0.0
89391,NZ,15626,0.0
89392,NZ,16610,0.0
89393,NZ,12773,0.0
89394,NZ,19154,0.0
89395,NZ,17488,0.0
89396,NZ,15110,0.0
89397,NZ,13958,0.0
89398,NZ,8668,0.0
89399,NZ,20363,0.0
89400,NZ,19355,0.0
89401,NZ,15388,0.0
89402,NZ,16412,0.0
89403,NZ,19238,0.0
89404,NZ,12764,0.0
89405,NZ,15474,0.0
89406,NZ,14243,0.0
89407,NZ,20833,0.0
89408,NZ,19096,0.0
89409,NZ,15346,0.0
89410,NZ,12918,0.0
89411,NZ,12111,0.0
89412,NZ,9211,0.0
89413,NZ,14234,0.0
89414,NZ,9139,0.0
89415,NZ,20862,0.0
89416,NZ,13752,0.0
89417,NZ,12126,0.0
89418,NZ,8511,0.0
89419,NZ,19787,0.0
89420,NZ,15426,0.0
89421,NZ,17521,0.0
89422,NZ,18577,0.0
89423,NZ,21317,0.0
89424,NZ,15370,0.0
89425,NZ,12333,0.0
89426,NZ,9176,0.0
89427,NZ,15180,0.0
89428,NZ,20899,0.0
89429,NZ,12320,0.0
89430,NZ,12867,0.0
89431,NZ,17809,0.0
89432,NZ,16671,0.0
89433,NZ,13332,0.0
89434,NZ,14222,0.0
89435,NZ,13819,0.0
89436,NZ,13901,0.0
89437,NZ,20722,0.0
89438,NZ,16397,0.0
89439,NZ,20847,0.0
89440,NZ,14694,0.0
89441,NZ,15273,0.0
89442,NZ,16501,0.0
89443,NZ,16542,0.0
89444,NZ,15236,0.0
89445,NZ,20560,0.0
89446,NZ,16022,0.0
89447,NZ,18894,0.0
89448,NZ,19152,0.0
89449,NZ,18667,0.0
89450,NZ,18893,0.0
89451,NZ,13585,0.0
89452,NZ,12259,0.0
89453,NZ,18949,0.0
89454,NZ,13126,0.0
89455,NZ,19582,0.0
89456,NZ,13705,0.0
89457,NZ,18188,0.0
89458,NZ,18772,0.0
89459,NZ,12257,0.0
89460,NZ,20888,0.0
89461,NZ,8758,0.0
89462,NZ,19349,0.0
89463,NZ,13414,0.0
89464,NZ,15854,0.0
89465,NZ,13494,0.0
89466,NZ,18072,0.0
89467,NZ,20678,0.0
89468,NZ,20121,0.0
89469,NZ,12782,0.0
89470,NZ,20180,0.0
89471,NZ,20230,0.0
89472,NZ,19975,0.0
89473,NZ,17857,0.0
89474,NZ,16745,0.0
89475,NZ,21603,0.0
89476,NZ,14750,0.0
89477,NZ,20304,0.0
89478,NZ,9199,0.0
89479,NZ,15452,0.0
89480,NZ,14419,0.0
89481,NZ,20684,0.0
89482,NZ,19557,0.0
89483,NZ,15364,0.0
89484,NZ,18863,0.0
89485,NZ,13147,0.0
89486,NZ,20841,0.0
89487,NZ,19800,0.0
89488,NZ,12812,0.0
89489,NZ,12239,0.0
89490,NZ,8633,0.0
89491,NZ,12670,0.0
89492,NZ,20633,0.0
89493,NZ,19306,0.0
89494,NZ,16423,0.0
89495,NZ,16685,0.0
89496,NZ,12748,0.0
89497,NZ,15302,0.0
89498,NZ,20785,0.0
89499,NZ,8466,0.0
89500,NZ,8634,0.0
